d
"(:Document {NumberWords: 280, Identifier: bg_CURLICAT_bg-bnc-01351, PublicationDate: N/A, NumberTokens: 313, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS, NumberParagraphs: 7, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: N/A, NumberSentences: 14, URL: http//setimes.com/})"
"(:Document {NumberWords: 167, Identifier: bg_CURLICAT_bg-bnc-2004020503570, PublicationDate: 2004-02-05, NumberTokens: 189, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|LAW, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Социалистите подкрепят избора на Кощуница за председател на сръбския парламент, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 106, Identifier: bg_CURLICAT_bg-bnc-2004020504673, PublicationDate: 2004-02-05, NumberTokens: 118, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Председателят на турския парламент призовава ЕС за далновиден подход, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 494, Identifier: bg_CURLICAT_bg-bnc-2004020506897, PublicationDate: 2004-02-05, NumberTokens: 560, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 14, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ръководителят на ООН покани лидерите на кипърските гърци и турци на разговори, NumberSentences: 19, URL: http//setimes.com/})"
"(:Document {NumberWords: 104, Identifier: bg_CURLICAT_bg-bnc-2004020512536, PublicationDate: 2004-02-05, NumberTokens: 122, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Търговският дефицит на Румъния достига рекордно високи стойности, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 93, Identifier: bg_CURLICAT_bg-bnc-2004020517574, PublicationDate: 2004-02-05, NumberTokens: 103, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|EUROPEAN UNION|GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: МВФ одобри поредния транш по споразумението с България, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 115, Identifier: bg_CURLICAT_bg-bnc-2004020519293, PublicationDate: 2004-02-05, NumberTokens: 135, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: INTERNATIONAL RELATIONS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Първите сръбски бежанци се завръщат в Прищина, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 84, Identifier: bg_CURLICAT_bg-bnc-2004020526564, PublicationDate: 2004-02-05, NumberTokens: 95, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Албания и САЩ обсъждат борбата против тероризма, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 56, Identifier: bg_CURLICAT_bg-bnc-2004020527633, PublicationDate: 2004-02-05, NumberTokens: 64, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Дел Понте Караджич за малко не бе заловен от СФОР, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 136, Identifier: bg_CURLICAT_bg-bnc-2004020531799, PublicationDate: 2004-02-05, NumberTokens: 151, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: INTERNATIONAL RELATIONS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Македония с амбициозен план за реформи в очакване на срещата на върха на НАТО, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 48, Identifier: bg_CURLICAT_bg-bnc-2004020535309, PublicationDate: 2004-02-05, NumberTokens: 56, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турция и Гърция провеждат 23-и кръг от предварителни разговори, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 131, Identifier: bg_CURLICAT_bg-bnc-2004020603274, PublicationDate: 2004-02-06, NumberTokens: 154, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турският външен министър Гюл изнася слово пред 16-ия конгрес на Европейската народна партия, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 91, Identifier: bg_CURLICAT_bg-bnc-2004020604577, PublicationDate: 2004-02-06, NumberTokens: 110, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Франция ратифицира протоколите за присъединяване към НАТО на България и Румъния, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 104, Identifier: bg_CURLICAT_bg-bnc-2004020604785, PublicationDate: 2004-02-06, NumberTokens: 119, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Дания подкрепя кандидатурата на Хърватия за членство в ЕС и НАТО, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 91, Identifier: bg_CURLICAT_bg-bnc-2004020605339, PublicationDate: 2004-02-06, NumberTokens: 103, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: FINANCE|GEOGRAPHY|ENVIRONMENT, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Българският президент и иракски дипломат обсъждат възстановяването на Ирак, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 91, Identifier: bg_CURLICAT_bg-bnc-2004020608732, PublicationDate: 2004-02-06, NumberTokens: 106, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Албанският вътрешен министър призова за по-сериозна ангажираност в борбата с престъпността, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 77, Identifier: bg_CURLICAT_bg-bnc-2004020614053, PublicationDate: 2004-02-06, NumberTokens: 89, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Екип на НАТО дава положителна оценка на реформите в отбраната на Македония, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 423, Identifier: bg_CURLICAT_bg-bnc-2004020614439, PublicationDate: 2004-02-06, NumberTokens: 496, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Делова хроника, NumberSentences: 24, URL: http//setimes.com/})"
"(:Document {NumberWords: 627, Identifier: bg_CURLICAT_bg-bnc-2004020616800, PublicationDate: 2004-02-06, NumberTokens: 726, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION, NumberParagraphs: 12, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Социалистите подкрепят избора на проевропейски председател на парламента, NumberSentences: 32, URL: http//setimes.com/})"
"(:Document {NumberWords: 105, Identifier: bg_CURLICAT_bg-bnc-2004020618475, PublicationDate: 2004-02-06, NumberTokens: 118, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|POLITICS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Съдиите поставиха краен срок за прокурорската фаза от процеса срещу Милошевич, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 445, Identifier: bg_CURLICAT_bg-bnc-2004020623741, PublicationDate: 2004-02-06, NumberTokens: 504, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 10, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Вашингтон призовава Косово да се съсредоточи върху стандартите, NumberSentences: 20, URL: http//setimes.com/})"
"(:Document {NumberWords: 130, Identifier: bg_CURLICAT_bg-bnc-2004020631008, PublicationDate: 2004-02-06, NumberTokens: 154, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Броят на жертвите на срутилата се сграда в Турция нарасна на 51, NumberSentences: 8, URL: http//setimes.com/})"
"(:Document {NumberWords: 119, Identifier: bg_CURLICAT_bg-bnc-2004020808217, PublicationDate: 2004-02-08, NumberTokens: 137, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: FINANCE|INTERNATIONAL ORGANISATIONS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Според представител на ООН политическата нестабилност подкопава доверието към Сърбия, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 85, Identifier: bg_CURLICAT_bg-bnc-2004020812766, PublicationDate: 2004-02-08, NumberTokens: 95, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Цървенковски се срещна с посланика на ЕС Чиарини, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 66, Identifier: bg_CURLICAT_bg-bnc-2004020816371, PublicationDate: 2004-02-08, NumberTokens: 74, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Министърът на отбраната на САЩ Ръмсфелд на посещение в Хърватия в неделя, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 97, Identifier: bg_CURLICAT_bg-bnc-2004020818097, PublicationDate: 2004-02-08, NumberTokens: 110, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: ENVIRONMENT, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Момче бе извадено живо от развалините на срутена сграда в Турция, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 90, Identifier: bg_CURLICAT_bg-bnc-2004020822054, PublicationDate: 2004-02-08, NumberTokens: 105, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EDUCATION AND COMMUNICATIONS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: ПАСОК назначи Папандреу като единствен кандидат за поста председател на партията, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 49, Identifier: bg_CURLICAT_bg-bnc-2004020826827, PublicationDate: 2004-02-08, NumberTokens: 55, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: ECONOMICS|SOCIAL QUESTIONS, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Миротворци от НАТО проведоха операция в град във ФБиХ за търсене на незаконни оръжия, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 104, Identifier: bg_CURLICAT_bg-bnc-2004020828532, PublicationDate: 2004-02-08, NumberTokens: 123, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ашдаун призова за установяване на ефективни органи на реда в БиХ, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 149, Identifier: bg_CURLICAT_bg-bnc-2004020830622, PublicationDate: 2004-02-08, NumberTokens: 171, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ръководителят на ЮНМИК Холкери призова за засилен диалог между Белград и Прищина, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 98, Identifier: bg_CURLICAT_bg-bnc-2004020834737, PublicationDate: 2004-02-08, NumberTokens: 114, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Процесът срещу заподозрените за убийството на Джинджич ще бъде възобновен в понеделник, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 354, Identifier: bg_CURLICAT_bg-bnc-2004020901558, PublicationDate: 2004-02-09, NumberTokens: 404, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|POLITICS, NumberParagraphs: 10, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Публикуван е сръбският превод на антикорупционния наръчник, NumberSentences: 21, URL: http//setimes.com/})"
"(:Document {NumberWords: 121, Identifier: bg_CURLICAT_bg-bnc-2004020902396, PublicationDate: 2004-02-09, NumberTokens: 138, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: NEWS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Антиправителствените протести в Албания избиват в насилие, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 121, Identifier: bg_CURLICAT_bg-bnc-2004020906286, PublicationDate: 2004-02-09, NumberTokens: 138, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Според България поканените за членство в НАТО могат да се присъединят към Алианса до началото на април, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 77, Identifier: bg_CURLICAT_bg-bnc-2004020908175, PublicationDate: 2004-02-09, NumberTokens: 88, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|EUROPEAN UNION|LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: ОССЕ оценява високо медийния закон в Хърватия, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 72, Identifier: bg_CURLICAT_bg-bnc-2004020908527, PublicationDate: 2004-02-09, NumberTokens: 83, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Жена бе спасена седмица след рухването на сграда в Коня, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 516, Identifier: bg_CURLICAT_bg-bnc-2004020910098, PublicationDate: 2004-02-09, NumberTokens: 597, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION, NumberParagraphs: 12, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Папандреу бе избран за лидер на Социалистическата партия, NumberSentences: 27, URL: http//setimes.com/})"
"(:Document {NumberWords: 1046, Identifier: bg_CURLICAT_bg-bnc-2004020912254, PublicationDate: 2004-02-09, NumberTokens: 1200, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION, NumberParagraphs: 23, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Питър Грос Медиите трябва да установят професионална етика, NumberSentences: 50, URL: http//setimes.com/})"
"(:Document {NumberWords: 122, Identifier: bg_CURLICAT_bg-bnc-2004020917851, PublicationDate: 2004-02-09, NumberTokens: 146, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|BUSINESS AND COMPETITION, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Според Марсичанин демократите няма да се присъединят към правителството на мнозинството, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 147, Identifier: bg_CURLICAT_bg-bnc-2004020921791, PublicationDate: 2004-02-09, NumberTokens: 164, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турция ускорява свързаните с членството в ЕС реформи преди Срещата на върха през декември, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 131, Identifier: bg_CURLICAT_bg-bnc-2004020924924, PublicationDate: 2004-02-09, NumberTokens: 147, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Денкташ ще участва в консултации по Кипър под егидата на ООН, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 391, Identifier: bg_CURLICAT_bg-bnc-2004020927602, PublicationDate: 2004-02-09, NumberTokens: 439, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Гърция и Турция се стремят да намалят разходите си за отбрана, NumberSentences: 21, URL: http//setimes.com/})"
"(:Document {NumberWords: 88, Identifier: bg_CURLICAT_bg-bnc-2004020928002, PublicationDate: 2004-02-09, NumberTokens: 101, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Според румънския премиер присъединяването на страната му към ЕС не е под заплаха, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 127, Identifier: bg_CURLICAT_bg-bnc-2004020930156, PublicationDate: 2004-02-09, NumberTokens: 146, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ръмсфелд оцени високо напредъка на Хърватия по пътя към членството в НАТО, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 142, Identifier: bg_CURLICAT_bg-bnc-2004021001275, PublicationDate: 2004-02-10, NumberTokens: 168, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|LAW, NumberParagraphs: 4, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Според говорител на НАТО определянето на дата за членството на Македония е преждевременно, NumberSentences: 8, URL: http//setimes.com/})"
"(:Document {NumberWords: 64, Identifier: bg_CURLICAT_bg-bnc-2004021002843, PublicationDate: 2004-02-10, NumberTokens: 72, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|FINANCE, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Румънски софтуер печели награда за най добър вирусочистач, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 89, Identifier: bg_CURLICAT_bg-bnc-2004021005707, PublicationDate: 2004-02-10, NumberTokens: 109, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: ДПС не разговаря със социалистите за формиране на сръбско правителство, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 102, Identifier: bg_CURLICAT_bg-bnc-2004021017109, PublicationDate: 2004-02-10, NumberTokens: 114, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турският и полският външни министри обсъждат интеграцията в НАТО и ЕС, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 348, Identifier: bg_CURLICAT_bg-bnc-2004021017601, PublicationDate: 2004-02-10, NumberTokens: 400, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|LAW, NumberParagraphs: 6, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ашдаун замразява авоари на 10 босненски сърби, NumberSentences: 14, URL: http//setimes.com/})"
"(:Document {NumberWords: 95, Identifier: bg_CURLICAT_bg-bnc-2004021019040, PublicationDate: 2004-02-10, NumberTokens: 108, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Хърватският външен министър започва обиколка за лобиране в столиците на ЕС, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 129, Identifier: bg_CURLICAT_bg-bnc-2004021020379, PublicationDate: 2004-02-10, NumberTokens: 147, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Американски експерти оглеждат бази в Румъния и България, NumberSentences: 7, URL: http//setimes.com/})"
"(:Document {NumberWords: 154, Identifier: bg_CURLICAT_bg-bnc-2004021022529, PublicationDate: 2004-02-10, NumberTokens: 184, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 4, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: НАТО ще намали присъствието си в централно Косово, NumberSentences: 9, URL: http//setimes.com/})"
"(:Document {NumberWords: 98, Identifier: bg_CURLICAT_bg-bnc-2004021023923, PublicationDate: 2004-02-10, NumberTokens: 118, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|FINANCE, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Представител на ЕС оценява високо начина, по който Гърция усвоява фондовете на Съюза, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 497, Identifier: bg_CURLICAT_bg-bnc-2004021024146, PublicationDate: 2004-02-10, NumberTokens: 573, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 14, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Броят на телевизионните канали и радиостанции в Македония може да нарасне, NumberSentences: 27, URL: http//setimes.com/})"
"(:Document {NumberWords: 175, Identifier: bg_CURLICAT_bg-bnc-2004021025511, PublicationDate: 2004-02-10, NumberTokens: 203, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: ЕС и ОССЕ осъждат изпълнените с насилие протести в Албания, NumberSentences: 8, URL: http//setimes.com/})"
"(:Document {NumberWords: 450, Identifier: bg_CURLICAT_bg-bnc-2004021034174, PublicationDate: 2004-02-10, NumberTokens: 507, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 10, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Американският министър на отбраната се срещна с хърватски представители в Загреб, NumberSentences: 21, URL: http//setimes.com/})"
"(:Document {NumberWords: 380, Identifier: bg_CURLICAT_bg-bnc-2004021107384, PublicationDate: 2004-02-11, NumberTokens: 439, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|SOCIAL QUESTIONS|EUROPEAN UNION, NumberParagraphs: 10, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Културен обзор, NumberSentences: 20, URL: http//setimes.com/})"
"(:Document {NumberWords: 80, Identifier: bg_CURLICAT_bg-bnc-2004021107696, PublicationDate: 2004-02-11, NumberTokens: 91, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Омбудсманът в Косово изразява безпокойство по повод премахването на контролните пунктове на КФОР, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 151, Identifier: bg_CURLICAT_bg-bnc-2004021109689, PublicationDate: 2004-02-11, NumberTokens: 166, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ирландия ще улесни вземането на решение по кандидатурата на Хърватия за членство в ЕС, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 96, Identifier: bg_CURLICAT_bg-bnc-2004021109901, PublicationDate: 2004-02-11, NumberTokens: 109, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Според Португалия влизането на България и Румъния в ЕС не бива да се забавя, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 153, Identifier: bg_CURLICAT_bg-bnc-2004021113380, PublicationDate: 2004-02-11, NumberTokens: 180, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: САЩ ще организират тренировка за олимпийските мерки за сигурност в Атина, NumberSentences: 9, URL: http//setimes.com/})"
"(:Document {NumberWords: 153, Identifier: bg_CURLICAT_bg-bnc-2004021113576, PublicationDate: 2004-02-11, NumberTokens: 179, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: NEWS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Брус Джаксън Албания е сред кандидатите за помощ по линия на инициативата Сметка за предизвикателствата на милениума (СПМ), NumberSentences: 8, URL: http//setimes.com/})"
